time;target
01/01/1946;433
02/01/1946;468
03/01/1946;799
04/01/1946;1138
05/01/1946;1048
06/01/1946;710
07/01/1946;438
08/01/1946;178
09/01/1946;114
10/01/1946;118
11/01/1946;175
12/01/1946;206
01/01/1947;412
02/01/1947;477
03/01/1947;641
04/01/1947;814
05/01/1947;846
06/01/1947;883
07/01/1947;591
08/01/1947;208
09/01/1947;177
10/01/1947;221
11/01/1947;311
12/01/1947;680
01/01/1948;1105
02/01/1948;1490
03/01/1948;1956
04/01/1948;1713
05/01/1948;1291
06/01/1948;1053
07/01/1948;366
08/01/1948;153
09/01/1948;95
10/01/1948;117
11/01/1948;130
12/01/1948;183
01/01/1949;312
02/01/1949;417
03/01/1949;596
04/01/1949;554
05/01/1949;510
06/01/1949;527
07/01/1949;290
08/01/1949;162
09/01/1949;96
10/01/1949;97
11/01/1949;191
12/01/1949;353
01/01/1950;604
02/01/1950;767
03/01/1950;1116
04/01/1950;1103
05/01/1950;1330
06/01/1950;1342
07/01/1950;670
08/01/1950;319
09/01/1950;167
10/01/1950;176
11/01/1950;261
12/01/1950;363
01/01/1951;616
02/01/1951;634
03/01/1951;808
04/01/1951;902
05/01/1951;1003
06/01/1951;833
07/01/1951;475
08/01/1951;243
09/01/1951;167
10/01/1951;152
11/01/1951;182
12/01/1951;279
01/01/1952;520
02/01/1952;615
03/01/1952;745
04/01/1952;838
05/01/1952;787
06/01/1952;827
07/01/1952;570
08/01/1952;254
09/01/1952;182
10/01/1952;185
11/01/1952;268
12/01/1952;530
01/01/1953;813
02/01/1953;785
03/01/1953;1266
04/01/1953;1495
05/01/1953;1659
06/01/1953;1532
07/01/1953;1071
08/01/1953;458
09/01/1953;265
10/01/1953;230
11/01/1953;299
12/01/1953;634
01/01/1954;802
02/01/1954;945
03/01/1954;1220
04/01/1954;1088
05/01/1954;792
06/01/1954;707
07/01/1954;420
08/01/1954;199
09/01/1954;134
10/01/1954;123
11/01/1954;176
12/01/1954;284
01/01/1955;371
02/01/1955;491
03/01/1955;851
04/01/1955;923
05/01/1955;882
06/01/1955;945
07/01/1955;561
08/01/1955;324
09/01/1955;205
10/01/1955;225
11/01/1955;470
12/01/1955;657
01/01/1956;1066
02/01/1956;1371
03/01/1956;1674
04/01/1956;1844
05/01/1956;1819
06/01/1956;1469
07/01/1956;769
08/01/1956;393
09/01/1956;176
10/01/1956;240
11/01/1956;299
12/01/1956;375
01/01/1957;584
02/01/1957;490
03/01/1957;702
04/01/1957;769
05/01/1957;765
06/01/1957;601
07/01/1957;389
08/01/1957;217
09/01/1957;165
10/01/1957;120
11/01/1957;137
12/01/1957;204
01/01/1958;288
02/01/1958;348
03/01/1958;515
04/01/1958;774
05/01/1958;751
06/01/1958;711
07/01/1958;555
08/01/1958;280
09/01/1958;182
10/01/1958;160
11/01/1958;255
12/01/1958;565
01/01/1959;753
02/01/1959;890
03/01/1959;1183
04/01/1959;1117
05/01/1959;983
06/01/1959;988
07/01/1959;573
08/01/1959;278
09/01/1959;219
10/01/1959;171
11/01/1959;270
12/01/1959;415
01/01/1960;510
02/01/1960;587
03/01/1960;721
04/01/1960;754
05/01/1960;699
06/01/1960;667
07/01/1960;355
08/01/1960;230
09/01/1960;145
10/01/1960;129
11/01/1960;235
12/01/1960;263
01/01/1961;361
02/01/1961;350
03/01/1961;551
04/01/1961;488
05/01/1961;631
06/01/1961;717
07/01/1961;452
08/01/1961;293
09/01/1961;165
10/01/1961;180
11/01/1961;230
12/01/1961;276
01/01/1962;435
02/01/1962;487
03/01/1962;563
04/01/1962;608
05/01/1962;803
06/01/1962;615
07/01/1962;554
08/01/1962;297
09/01/1962;166
10/01/1962;213
11/01/1962;303
12/01/1962;517
01/01/1963;703
02/01/1963;735
03/01/1963;1037
04/01/1963;1078
05/01/1963;954
06/01/1963;729
07/01/1963;552
08/01/1963;321
09/01/1963;166
10/01/1963;177
11/01/1963;216
12/01/1963;310
01/01/1964;342
02/01/1964;268
03/01/1964;304
04/01/1964;280
05/01/1964;286
06/01/1964;280
07/01/1964;213
08/01/1964;143
09/01/1964;101
10/01/1964;117
11/01/1964;132
12/01/1964;277
01/01/1965;280
02/01/1965;424
03/01/1965;668
04/01/1965;635
05/01/1965;701
06/01/1965;926
07/01/1965;706
08/01/1965;493
09/01/1965;309
10/01/1965;259
11/01/1965;324
12/01/1965;541
01/01/1966;569
02/01/1966;672
03/01/1966;1020
04/01/1966;848
05/01/1966;754
06/01/1966;765
07/01/1966;437
08/01/1966;255
09/01/1966;166
10/01/1966;130
11/01/1966;165
12/01/1966;166
01/01/1967;235
02/01/1967;261
03/01/1967;390
04/01/1967;424
05/01/1967;500
06/01/1967;440
07/01/1967;294
08/01/1967;167
09/01/1967;126
10/01/1967;124
11/01/1967;162
12/01/1967;182
01/01/1968;274
02/01/1968;349
03/01/1968;420
04/01/1968;607
05/01/1968;572
06/01/1968;496
07/01/1968;415
08/01/1968;240
09/01/1968;158
10/01/1968;124
11/01/1968;135
12/01/1968;100
01/01/1969;164
02/01/1969;148
03/01/1969;298
04/01/1969;506
05/01/1969;567
06/01/1969;639
07/01/1969;447
08/01/1969;283
09/01/1969;158
10/01/1969;223
11/01/1969;212
12/01/1969;333
01/01/1970;330
02/01/1970;281
03/01/1970;354
04/01/1970;527
05/01/1970;463
06/01/1970;429
07/01/1970;300
08/01/1970;147
09/01/1970;104
10/01/1970;90
11/01/1970;77
12/01/1970;122
01/01/1971;146
02/01/1971;149
03/01/1971;248
04/01/1971;300
05/01/1971;223
06/01/1971;294
07/01/1971;235
08/01/1971;110
09/01/1971;88
10/01/1971;68
11/01/1971;88
12/01/1971;132
01/01/1972;149
02/01/1972;157
03/01/1972;219
04/01/1972;221
05/01/1972;264
06/01/1972;298
